model_key,layer,head,k,iou_score,program_idxs_used
llama3b,2,4,4,0.93376,55|23|30|27
llama3b,2,4,5,0.93376,55|23|30|27|64
llama3b,2,4,6,0.93376,55|23|30|27|64|24
llama3b,2,4,7,0.93376,55|23|30|27|64|24|28
llama3b,2,4,8,0.93376,55|23|30|27|64|24|28|58
llama3b,2,4,9,0.93376,55|23|30|27|64|24|28|58|32
llama3b,2,4,10,0.93376,55|23|30|27|64|24|28|58|32|36
llama3b,2,5,1,0.738042,68
llama3b,2,5,2,0.747086,68|33
llama3b,2,5,3,0.754089,68|33|55
llama3b,2,5,4,0.755533,68|33|55|23
llama3b,2,5,5,0.763033,68|33|55|23|64
llama3b,2,5,6,0.763033,68|33|55|23|64|27
llama3b,2,5,7,0.763033,68|33|55|23|64|27|30
llama3b,2,5,8,0.763033,68|33|55|23|64|27|30|36
llama3b,2,5,9,0.763033,68|33|55|23|64|27|30|36|28
llama3b,2,5,10,0.763033,68|33|55|23|64|27|30|36|28|24
llama3b,2,6,1,0.906008,55
llama3b,2,6,2,0.906871,55|23
llama3b,2,6,3,0.908335,55|23|30
llama3b,2,6,4,0.908335,55|23|30|27
llama3b,2,6,5,0.908335,55|23|30|27|64
llama3b,2,6,6,0.908335,55|23|30|27|64|24
llama3b,2,6,7,0.908335,55|23|30|27|64|24|28
llama3b,2,6,8,0.908335,55|23|30|27|64|24|28|58
llama3b,2,6,9,0.908335,55|23|30|27|64|24|28|58|32
llama3b,2,6,10,0.908335,55|23|30|27|64|24|28|58|32|36
llama3b,2,7,1,0.854436,55
llama3b,2,7,2,0.855247,55|23
llama3b,2,7,3,0.857799,55|23|30
llama3b,2,7,4,0.857799,55|23|30|27
llama3b,2,7,5,0.857799,55|23|30|27|64
llama3b,2,7,6,0.857799,55|23|30|27|64|24
llama3b,2,7,7,0.857799,55|23|30|27|64|24|28
llama3b,2,7,8,0.857799,55|23|30|27|64|24|28|58
llama3b,2,7,9,0.857799,55|23|30|27|64|24|28|58|32
llama3b,2,7,10,0.857799,55|23|30|27|64|24|28|58|32|36
llama3b,2,8,1,0.889184,55
llama3b,2,8,2,0.890098,55|23
llama3b,2,8,3,0.893178,55|23|30
llama3b,2,8,4,0.893178,55|23|30|27
llama3b,2,8,5,0.893178,55|23|30|27|64
llama3b,2,8,6,0.893178,55|23|30|27|64|24
llama3b,2,8,7,0.893178,55|23|30|27|64|24|28
llama3b,2,8,8,0.893178,55|23|30|27|64|24|28|58
llama3b,2,8,9,0.893178,55|23|30|27|64|24|28|58|32
llama3b,2,8,10,0.893178,55|23|30|27|64|24|28|58|32|36
llama3b,2,9,1,0.783571,55
llama3b,2,9,2,0.786238,55|23
llama3b,2,9,3,0.790229,55|23|30
llama3b,2,9,4,0.790229,55|23|30|27
llama3b,2,9,5,0.790229,55|23|30|27|64
llama3b,2,9,6,0.790229,55|23|30|27|64|24
llama3b,2,9,7,0.790229,55|23|30|27|64|24|28
llama3b,2,9,8,0.790229,55|23|30|27|64|24|28|58
llama3b,2,9,9,0.790229,55|23|30|27|64|24|28|58|32
llama3b,2,9,10,0.790229,55|23|30|27|64|24|28|58|32|36
llama3b,2,10,1,0.89219,55
llama3b,2,10,2,0.894688,55|23
llama3b,2,10,3,0.896625,55|23|30
llama3b,2,10,4,0.896625,55|23|30|27
llama3b,2,10,5,0.896625,55|23|30|27|64
llama3b,2,10,6,0.896625,55|23|30|27|64|24
llama3b,2,10,7,0.896625,55|23|30|27|64|24|28
llama3b,2,10,8,0.896625,55|23|30|27|64|24|28|58
llama3b,2,10,9,0.896625,55|23|30|27|64|24|28|58|32
llama3b,2,10,10,0.896625,55|23|30|27|64|24|28|58|32|36
llama3b,2,11,1,0.932038,55
llama3b,2,11,2,0.932573,55|23
llama3b,2,11,3,0.933843,55|23|30
llama3b,2,11,4,0.933843,55|23|30|27
llama3b,2,11,5,0.933843,55|23|30|27|64
llama3b,2,11,6,0.933843,55|23|30|27|64|24
llama3b,2,11,7,0.933843,55|23|30|27|64|24|28
llama3b,2,11,8,0.933843,55|23|30|27|64|24|28|58
llama3b,2,11,9,0.933843,55|23|30|27|64|24|28|58|32
llama3b,2,11,10,0.933843,55|23|30|27|64|24|28|58|32|36
llama3b,2,12,1,0.856484,55
llama3b,2,12,2,0.857143,55|23
llama3b,2,12,3,0.861026,55|23|30
llama3b,2,12,4,0.861026,55|23|30|27
llama3b,2,12,5,0.861026,55|23|30|27|64
llama3b,2,12,6,0.861026,55|23|30|27|64|24
llama3b,2,12,7,0.861026,55|23|30|27|64|24|28
llama3b,2,12,8,0.861026,55|23|30|27|64|24|28|58
llama3b,2,12,9,0.861026,55|23|30|27|64|24|28|58|32
llama3b,2,12,10,0.861026,55|23|30|27|64|24|28|58|32|36
llama3b,2,13,1,0.817009,55
llama3b,2,13,2,0.820467,55|23
llama3b,2,13,3,0.825052,55|23|30
llama3b,2,13,4,0.825052,55|23|30|27
llama3b,2,13,5,0.825052,55|23|30|27|64
llama3b,2,13,6,0.825052,55|23|30|27|64|24
llama3b,2,13,7,0.825052,55|23|30|27|64|24|28
llama3b,2,13,8,0.825052,55|23|30|27|64|24|28|58
llama3b,2,13,9,0.825052,55|23|30|27|64|24|28|58|32
llama3b,2,13,10,0.825052,55|23|30|27|64|24|28|58|32|36
llama3b,2,14,1,0.734383,68
llama3b,2,14,2,0.76737,68|55
llama3b,2,14,3,0.772313,68|55|23
llama3b,2,14,4,0.781107,68|55|23|27
llama3b,2,14,5,0.781107,68|55|23|27|30
llama3b,2,14,6,0.781107,68|55|23|27|30|64
llama3b,2,14,7,0.781107,68|55|23|27|30|64|28
llama3b,2,14,8,0.781107,68|55|23|27|30|64|28|36
llama3b,2,14,9,0.781107,68|55|23|27|30|64|28|36|32
llama3b,2,14,10,0.781107,68|55|23|27|30|64|28|36|32|24
llama3b,2,15,1,0.978857,27
llama3b,2,15,2,0.978857,27|30
llama3b,2,15,3,0.978857,27|30|64
llama3b,2,15,4,0.978857,27|30|64|2
llama3b,2,15,5,0.978857,27|30|64|2|24
llama3b,2,15,6,0.978857,27|30|64|2|24|28
llama3b,2,15,7,0.978857,27|30|64|2|24|28|32
llama3b,2,15,8,0.978857,27|30|64|2|24|28|32|18
llama3b,2,15,9,0.978857,27|30|64|2|24|28|32|18|36
llama3b,2,15,10,0.978857,27|30|64|2|24|28|32|18|36|58
llama3b,2,16,1,0.991105,2
llama3b,2,16,2,0.991105,2|18
llama3b,2,16,3,0.991105,2|18|28
llama3b,2,16,4,0.991105,2|18|28|24
llama3b,2,16,5,0.991105,2|18|28|24|36
llama3b,2,16,6,0.991105,2|18|28|24|36|58
llama3b,2,16,7,0.991105,2|18|28|24|36|58|32
llama3b,2,16,8,0.991105,2|18|28|24|36|58|32|27
llama3b,2,16,9,0.991105,2|18|28|24|36|58|32|27|64
llama3b,2,16,10,0.991105,2|18|28|24|36|58|32|27|64|30
llama3b,2,17,1,0.943633,23
llama3b,2,17,2,0.944297,23|27
llama3b,2,17,3,0.944297,23|27|30
llama3b,2,17,4,0.944002,23|27|30|55
llama3b,2,17,5,0.944002,23|27|30|55|64
llama3b,2,17,6,0.944002,23|27|30|55|64|24
llama3b,2,17,7,0.944002,23|27|30|55|64|24|28
llama3b,2,17,8,0.944002,23|27|30|55|64|24|28|58
llama3b,2,17,9,0.944002,23|27|30|55|64|24|28|58|32
llama3b,2,17,10,0.944002,23|27|30|55|64|24|28|58|32|36
llama3b,2,18,1,0.773926,55
llama3b,2,18,2,0.774775,55|23
llama3b,2,18,3,0.780562,55|23|30
llama3b,2,18,4,0.780562,55|23|30|27
llama3b,2,18,5,0.780562,55|23|30|27|64
llama3b,2,18,6,0.780562,55|23|30|27|64|24
llama3b,2,18,7,0.780562,55|23|30|27|64|24|28
llama3b,2,18,8,0.780562,55|23|30|27|64|24|28|58
llama3b,2,18,9,0.780562,55|23|30|27|64|24|28|58|32
llama3b,2,18,10,0.780562,55|23|30|27|64|24|28|58|32|36
llama3b,2,19,1,0.873012,55
llama3b,2,19,2,0.876456,55|23
llama3b,2,19,3,0.877839,55|23|30
llama3b,2,19,4,0.877839,55|23|30|27
llama3b,2,19,5,0.877839,55|23|30|27|64
llama3b,2,19,6,0.877839,55|23|30|27|64|24
llama3b,2,19,7,0.877839,55|23|30|27|64|24|28
llama3b,2,19,8,0.877839,55|23|30|27|64|24|28|58
llama3b,2,19,9,0.877839,55|23|30|27|64|24|28|58|32
llama3b,2,19,10,0.877839,55|23|30|27|64|24|28|58|32|36
llama3b,2,20,1,0.831206,55
llama3b,2,20,2,0.833358,55|23
llama3b,2,20,3,0.836222,55|23|30
llama3b,2,20,4,0.836222,55|23|30|27
llama3b,2,20,5,0.836222,55|23|30|27|64
llama3b,2,20,6,0.836222,55|23|30|27|64|24
llama3b,2,20,7,0.836222,55|23|30|27|64|24|28
llama3b,2,20,8,0.836222,55|23|30|27|64|24|28|58
llama3b,2,20,9,0.836222,55|23|30|27|64|24|28|58|32
llama3b,2,20,10,0.836222,55|23|30|27|64|24|28|58|32|36
llama3b,2,21,1,0.801262,55
llama3b,2,21,2,0.805864,55|23
llama3b,2,21,3,0.810165,55|23|30
llama3b,2,21,4,0.810165,55|23|30|27
llama3b,2,21,5,0.810165,55|23|30|27|64
llama3b,2,21,6,0.810165,55|23|30|27|64|24
llama3b,2,21,7,0.810165,55|23|30|27|64|24|28
llama3b,2,21,8,0.810165,55|23|30|27|64|24|28|58
llama3b,2,21,9,0.810165,55|23|30|27|64|24|28|58|32
llama3b,2,21,10,0.810165,55|23|30|27|64|24|28|58|32|36
llama3b,2,22,1,0.763475,55
llama3b,2,22,2,0.764148,55|23
llama3b,2,22,3,0.771021,55|23|30
llama3b,2,22,4,0.771021,55|23|30|27
llama3b,2,22,5,0.771021,55|23|30|27|64
llama3b,2,22,6,0.771021,55|23|30|27|64|24
llama3b,2,22,7,0.771021,55|23|30|27|64|24|28
llama3b,2,22,8,0.771021,55|23|30|27|64|24|28|58
llama3b,2,22,9,0.771021,55|23|30|27|64|24|28|58|32
llama3b,2,22,10,0.771021,55|23|30|27|64|24|28|58|32|36
llama3b,2,23,1,0.671656,55
llama3b,2,23,2,0.690054,55|23
llama3b,2,23,3,0.697367,55|23|30
llama3b,2,23,4,0.697367,55|23|30|27
llama3b,2,23,5,0.697367,55|23|30|27|64
llama3b,2,23,6,0.697367,55|23|30|27|64|24
llama3b,2,23,7,0.697367,55|23|30|27|64|24|28
llama3b,2,23,8,0.697367,55|23|30|27|64|24|28|58
llama3b,2,23,9,0.697367,55|23|30|27|64|24|28|58|32
llama3b,2,23,10,0.697367,55|23|30|27|64|24|28|58|32|36
llama3b,3,0,1,0.766953,55
llama3b,3,0,2,0.775885,55|68
llama3b,3,0,3,0.795408,55|68|23
llama3b,3,0,4,0.800255,55|68|23|27
llama3b,3,0,5,0.800255,55|68|23|27|30
llama3b,3,0,6,0.800255,55|68|23|27|30|64
llama3b,3,0,7,0.800255,55|68|23|27|30|64|28
llama3b,3,0,8,0.800255,55|68|23|27|30|64|28|36
llama3b,3,0,9,0.800255,55|68|23|27|30|64|28|36|32
llama3b,3,0,10,0.800255,55|68|23|27|30|64|28|36|32|24
llama3b,3,1,1,0.85692,55
llama3b,3,1,2,0.8585,55|23
llama3b,3,1,3,0.862122,55|23|30
llama3b,3,1,4,0.862122,55|23|30|27
llama3b,3,1,5,0.862122,55|23|30|27|64
llama3b,3,1,6,0.862122,55|23|30|27|64|24
llama3b,3,1,7,0.862122,55|23|30|27|64|24|28
llama3b,3,1,8,0.862122,55|23|30|27|64|24|28|58
llama3b,3,1,9,0.862122,55|23|30|27|64|24|28|58|32
llama3b,3,1,10,0.862122,55|23|30|27|64|24|28|58|32|36
llama3b,3,2,1,0.634942,68
llama3b,3,2,2,0.647407,68|55
llama3b,3,2,3,0.652578,68|55|23
llama3b,3,2,4,0.657977,68|55|23|27
llama3b,3,2,5,0.657977,68|55|23|27|30
llama3b,3,2,6,0.657977,68|55|23|27|30|64
llama3b,3,2,7,0.657977,68|55|23|27|30|64|28
llama3b,3,2,8,0.657977,68|55|23|27|30|64|28|36
llama3b,3,2,9,0.657977,68|55|23|27|30|64|28|36|32
llama3b,3,2,10,0.657977,68|55|23|27|30|64|28|36|32|24
llama3b,3,3,1,0.897793,55
llama3b,3,3,2,0.898722,55|23
llama3b,3,3,3,0.901063,55|23|30
llama3b,3,3,4,0.901063,55|23|30|27
llama3b,3,3,5,0.901063,55|23|30|27|64
llama3b,3,3,6,0.901063,55|23|30|27|64|24
llama3b,3,3,7,0.901063,55|23|30|27|64|24|28
llama3b,3,3,8,0.901063,55|23|30|27|64|24|28|58
llama3b,3,3,9,0.901063,55|23|30|27|64|24|28|58|32
llama3b,3,3,10,0.901063,55|23|30|27|64|24|28|58|32|36
llama3b,3,4,1,0.827552,68
llama3b,3,4,2,0.834113,68|55
llama3b,3,4,3,0.837715,68|55|23
llama3b,3,4,4,0.840275,68|55|23|27
llama3b,3,4,5,0.840275,68|55|23|27|30
llama3b,3,4,6,0.840275,68|55|23|27|30|64
llama3b,3,4,7,0.840275,68|55|23|27|30|64|28
llama3b,3,4,8,0.840275,68|55|23|27|30|64|28|36
llama3b,3,4,9,0.840275,68|55|23|27|30|64|28|36|32
llama3b,3,4,10,0.840275,68|55|23|27|30|64|28|36|32|24
llama3b,3,5,1,0.897891,55
llama3b,3,5,2,0.899766,55|23
llama3b,3,5,3,0.902866,55|23|30
llama3b,3,5,4,0.902866,55|23|30|27
llama3b,3,5,5,0.902866,55|23|30|27|64
llama3b,3,5,6,0.902866,55|23|30|27|64|24
llama3b,3,5,7,0.902866,55|23|30|27|64|24|28
llama3b,3,5,8,0.902866,55|23|30|27|64|24|28|58
llama3b,3,5,9,0.902866,55|23|30|27|64|24|28|58|32
llama3b,3,5,10,0.902866,55|23|30|27|64|24|28|58|32|36
llama3b,3,6,1,0.699723,68
llama3b,3,6,2,0.717938,68|55
llama3b,3,6,3,0.725419,68|55|23
llama3b,3,6,4,0.733942,68|55|23|27
llama3b,3,6,5,0.733942,68|55|23|27|30
llama3b,3,6,6,0.733942,68|55|23|27|30|64
llama3b,3,6,7,0.733942,68|55|23|27|30|64|28
llama3b,3,6,8,0.733942,68|55|23|27|30|64|28|36
llama3b,3,6,9,0.733942,68|55|23|27|30|64|28|36|32
llama3b,3,6,10,0.733942,68|55|23|27|30|64|28|36|32|24
llama3b,3,7,1,0.689505,68
llama3b,3,7,2,0.700601,68|55
llama3b,3,7,3,0.703897,68|55|23
llama3b,3,7,4,0.711435,68|55|23|27
llama3b,3,7,5,0.711435,68|55|23|27|30
llama3b,3,7,6,0.711435,68|55|23|27|30|64
llama3b,3,7,7,0.711435,68|55|23|27|30|64|28
llama3b,3,7,8,0.711435,68|55|23|27|30|64|28|36
llama3b,3,7,9,0.711435,68|55|23|27|30|64|28|36|32
llama3b,3,7,10,0.711435,68|55|23|27|30|64|28|36|32|24
llama3b,3,8,1,0.782781,55
llama3b,3,8,2,0.783235,55|23
llama3b,3,8,3,0.789333,55|23|30
llama3b,3,8,4,0.789333,55|23|30|27
llama3b,3,8,5,0.800338,55|23|30|27|68
llama3b,3,8,6,0.800338,55|23|30|27|68|64
llama3b,3,8,7,0.800338,55|23|30|27|68|64|28
llama3b,3,8,8,0.800338,55|23|30|27|68|64|28|36
llama3b,3,8,9,0.800338,55|23|30|27|68|64|28|36|32
llama3b,3,8,10,0.800338,55|23|30|27|68|64|28|36|32|24
llama3b,3,9,1,0.784752,55
llama3b,3,9,2,0.790756,55|23
llama3b,3,9,3,0.795477,55|23|30
llama3b,3,9,4,0.795477,55|23|30|27
llama3b,3,9,5,0.795477,55|23|30|27|64
llama3b,3,9,6,0.795477,55|23|30|27|64|24
llama3b,3,9,7,0.795477,55|23|30|27|64|24|28
llama3b,3,9,8,0.795477,55|23|30|27|64|24|28|58
llama3b,3,9,9,0.795477,55|23|30|27|64|24|28|58|32
llama3b,3,9,10,0.795477,55|23|30|27|64|24|28|58|32|36
llama3b,3,10,1,0.903817,55
llama3b,3,10,2,0.905213,55|23
llama3b,3,10,3,0.907243,55|23|30
llama3b,3,10,4,0.907243,55|23|30|27
llama3b,3,10,5,0.907243,55|23|30|27|64
llama3b,3,10,6,0.907243,55|23|30|27|64|24
llama3b,3,10,7,0.907243,55|23|30|27|64|24|28
llama3b,3,10,8,0.907243,55|23|30|27|64|24|28|58
llama3b,3,10,9,0.907243,55|23|30|27|64|24|28|58|32
llama3b,3,10,10,0.907243,55|23|30|27|64|24|28|58|32|36
llama3b,3,11,1,0.70812,55
llama3b,3,11,2,0.715743,55|23
llama3b,3,11,3,0.723666,55|23|30
llama3b,3,11,4,0.723666,55|23|30|27
llama3b,3,11,5,0.723666,55|23|30|27|64
llama3b,3,11,6,0.723666,55|23|30|27|64|24
llama3b,3,11,7,0.723666,55|23|30|27|64|24|28
llama3b,3,11,8,0.723666,55|23|30|27|64|24|28|58
llama3b,3,11,9,0.723666,55|23|30|27|64|24|28|58|32
llama3b,3,11,10,0.723666,55|23|30|27|64|24|28|58|32|36
llama3b,3,12,1,0.788629,68
llama3b,3,12,2,0.805335,68|55
llama3b,3,12,3,0.806153,68|55|23
llama3b,3,12,4,0.808973,68|55|23|27
llama3b,3,12,5,0.808973,68|55|23|27|30
llama3b,3,12,6,0.808973,68|55|23|27|30|64
llama3b,3,12,7,0.808973,68|55|23|27|30|64|28
llama3b,3,12,8,0.808973,68|55|23|27|30|64|28|36
llama3b,3,12,9,0.808973,68|55|23|27|30|64|28|36|32
llama3b,3,12,10,0.808973,68|55|23|27|30|64|28|36|32|24
llama3b,3,13,1,0.767347,68
llama3b,3,13,2,0.775125,68|55
llama3b,3,13,3,0.776034,68|55|23
llama3b,3,13,4,0.778292,68|55|23|27
llama3b,3,13,5,0.778292,68|55|23|27|30
llama3b,3,13,6,0.778292,68|55|23|27|30|64
llama3b,3,13,7,0.778292,68|55|23|27|30|64|28
llama3b,3,13,8,0.778292,68|55|23|27|30|64|28|36
llama3b,3,13,9,0.778292,68|55|23|27|30|64|28|36|32
llama3b,3,13,10,0.778292,68|55|23|27|30|64|28|36|32|24
llama3b,3,14,1,0.792286,33
llama3b,3,14,2,0.793848,33|68
llama3b,3,14,3,0.798554,33|68|55
llama3b,3,14,4,0.798244,33|68|55|23
llama3b,3,14,5,0.800881,33|68|55|23|64
llama3b,3,14,6,0.800881,33|68|55|23|64|27
llama3b,3,14,7,0.800881,33|68|55|23|64|27|30
llama3b,3,14,8,0.800881,33|68|55|23|64|27|30|36
llama3b,3,14,9,0.800881,33|68|55|23|64|27|30|36|28
llama3b,3,14,10,0.800881,33|68|55|23|64|27|30|36|28|24
llama3b,3,15,1,0.810442,55
llama3b,3,15,2,0.817546,55|23
llama3b,3,15,3,0.824914,55|23|30
llama3b,3,15,4,0.824914,55|23|30|27
llama3b,3,15,5,0.824914,55|23|30|27|64
llama3b,3,15,6,0.824914,55|23|30|27|64|24
llama3b,3,15,7,0.824914,55|23|30|27|64|24|28
llama3b,3,15,8,0.824914,55|23|30|27|64|24|28|58
llama3b,3,15,9,0.824914,55|23|30|27|64|24|28|58|32
llama3b,3,15,10,0.824914,55|23|30|27|64|24|28|58|32|36
llama3b,3,16,1,0.6492,68
llama3b,3,16,2,0.653474,68|33
llama3b,3,16,3,0.668612,68|33|55
llama3b,3,16,4,0.678897,68|33|55|23
llama3b,3,16,5,0.688773,68|33|55|23|64
llama3b,3,16,6,0.688773,68|33|55|23|64|27
llama3b,3,16,7,0.688773,68|33|55|23|64|27|30
llama3b,3,16,8,0.688773,68|33|55|23|64|27|30|36
llama3b,3,16,9,0.688773,68|33|55|23|64|27|30|36|28
llama3b,3,16,10,0.688773,68|33|55|23|64|27|30|36|28|24
llama3b,3,17,1,0.82961,68
llama3b,3,17,2,0.829446,68|33
llama3b,3,17,3,0.846017,68|33|55
llama3b,3,17,4,0.846988,68|33|55|23
llama3b,3,17,5,0.850409,68|33|55|23|64
llama3b,3,17,6,0.850409,68|33|55|23|64|27
llama3b,3,17,7,0.850409,68|33|55|23|64|27|30
llama3b,3,17,8,0.850409,68|33|55|23|64|27|30|36
llama3b,3,17,9,0.850409,68|33|55|23|64|27|30|36|28
llama3b,3,17,10,0.850409,68|33|55|23|64|27|30|36|28|24
llama3b,3,18,1,0.561123,68
llama3b,3,18,2,0.561059,68|33
llama3b,3,18,3,0.564653,68|33|55
llama3b,3,18,4,0.573434,68|33|55|23
llama3b,3,18,5,0.582264,68|33|55|23|64
llama3b,3,18,6,0.582264,68|33|55|23|64|27
llama3b,3,18,7,0.582264,68|33|55|23|64|27|30
llama3b,3,18,8,0.582264,68|33|55|23|64|27|30|36
llama3b,3,18,9,0.582264,68|33|55|23|64|27|30|36|28
llama3b,3,18,10,0.582264,68|33|55|23|64|27|30|36|28|24
llama3b,3,19,1,0.838627,55
llama3b,3,19,2,0.838733,55|23
llama3b,3,19,3,0.843112,55|23|30
llama3b,3,19,4,0.843112,55|23|30|27
llama3b,3,19,5,0.843112,55|23|30|27|64
llama3b,3,19,6,0.843112,55|23|30|27|64|24
llama3b,3,19,7,0.843112,55|23|30|27|64|24|28
llama3b,3,19,8,0.843112,55|23|30|27|64|24|28|58
llama3b,3,19,9,0.843112,55|23|30|27|64|24|28|58|32
llama3b,3,19,10,0.843112,55|23|30|27|64|24|28|58|32|36
llama3b,3,20,1,0.862746,55
llama3b,3,20,2,0.862936,55|23
llama3b,3,20,3,0.865449,55|23|30
llama3b,3,20,4,0.865449,55|23|30|27
llama3b,3,20,5,0.865449,55|23|30|27|64
llama3b,3,20,6,0.865449,55|23|30|27|64|24
llama3b,3,20,7,0.865449,55|23|30|27|64|24|28
llama3b,3,20,8,0.865449,55|23|30|27|64|24|28|58
llama3b,3,20,9,0.865449,55|23|30|27|64|24|28|58|32
llama3b,3,20,10,0.865449,55|23|30|27|64|24|28|58|32|36
llama3b,3,21,1,0.550333,68
llama3b,3,21,2,0.556905,68|33
llama3b,3,21,3,0.569251,68|33|55
llama3b,3,21,4,0.57662,68|33|55|23
llama3b,3,21,5,0.590295,68|33|55|23|64
llama3b,3,21,6,0.590295,68|33|55|23|64|27
llama3b,3,21,7,0.590295,68|33|55|23|64|27|30
llama3b,3,21,8,0.590295,68|33|55|23|64|27|30|36
llama3b,3,21,9,0.590295,68|33|55|23|64|27|30|36|28
llama3b,3,21,10,0.590295,68|33|55|23|64|27|30|36|28|24
llama3b,3,22,1,0.642291,68
llama3b,3,22,2,0.661745,68|55
llama3b,3,22,3,0.666456,68|55|23
llama3b,3,22,4,0.67137,68|55|23|27
llama3b,3,22,5,0.67137,68|55|23|27|30
llama3b,3,22,6,0.67137,68|55|23|27|30|64
llama3b,3,22,7,0.67137,68|55|23|27|30|64|28
llama3b,3,22,8,0.67137,68|55|23|27|30|64|28|36
llama3b,3,22,9,0.67137,68|55|23|27|30|64|28|36|32
llama3b,3,22,10,0.67137,68|55|23|27|30|64|28|36|32|24
llama3b,3,23,1,0.562311,68
llama3b,3,23,2,0.575799,68|55
llama3b,3,23,3,0.589928,68|55|23
llama3b,3,23,4,0.59593,68|55|23|27
llama3b,3,23,5,0.59593,68|55|23|27|30
llama3b,3,23,6,0.59593,68|55|23|27|30|64
llama3b,3,23,7,0.59593,68|55|23|27|30|64|28
llama3b,3,23,8,0.59593,68|55|23|27|30|64|28|36
llama3b,3,23,9,0.59593,68|55|23|27|30|64|28|36|32
llama3b,3,23,10,0.59593,68|55|23|27|30|64|28|36|32|24
llama3b,4,0,1,0.751709,68
llama3b,4,0,2,0.777391,68|55
llama3b,4,0,3,0.781493,68|55|33
llama3b,4,0,4,0.787631,68|55|33|23
llama3b,4,0,5,0.795009,68|55|33|23|64
llama3b,4,0,6,0.795009,68|55|33|23|64|27
llama3b,4,0,7,0.795009,68|55|33|23|64|27|30
llama3b,4,0,8,0.795009,68|55|33|23|64|27|30|36
llama3b,4,0,9,0.795009,68|55|33|23|64|27|30|36|28
llama3b,4,0,10,0.795009,68|55|33|23|64|27|30|36|28|24
llama3b,4,1,1,0.692243,55
llama3b,4,1,2,0.688227,55|68
llama3b,4,1,3,0.690297,55|68|23
llama3b,4,1,4,0.695778,55|68|23|27
llama3b,4,1,5,0.695778,55|68|23|27|30
llama3b,4,1,6,0.695778,55|68|23|27|30|64
llama3b,4,1,7,0.695778,55|68|23|27|30|64|28
llama3b,4,1,8,0.695778,55|68|23|27|30|64|28|36
llama3b,4,1,9,0.695778,55|68|23|27|30|64|28|36|32
llama3b,4,1,10,0.695778,55|68|23|27|30|64|28|36|32|24
llama3b,4,2,1,0.901788,55
llama3b,4,2,2,0.902385,55|23
llama3b,4,2,3,0.905447,55|23|30
llama3b,4,2,4,0.905447,55|23|30|27
llama3b,4,2,5,0.905447,55|23|30|27|64
llama3b,4,2,6,0.905447,55|23|30|27|64|24
llama3b,4,2,7,0.905447,55|23|30|27|64|24|28
llama3b,4,2,8,0.905447,55|23|30|27|64|24|28|58
llama3b,4,2,9,0.905447,55|23|30|27|64|24|28|58|32
llama3b,4,2,10,0.905447,55|23|30|27|64|24|28|58|32|36
llama3b,4,3,1,0.617892,68
llama3b,4,3,2,0.617876,68|33
llama3b,4,3,3,0.62163,68|33|55
llama3b,4,3,4,0.627863,68|33|55|23
llama3b,4,3,5,0.637903,68|33|55|23|64
llama3b,4,3,6,0.637903,68|33|55|23|64|27
llama3b,4,3,7,0.637903,68|33|55|23|64|27|30
llama3b,4,3,8,0.637903,68|33|55|23|64|27|30|36
llama3b,4,3,9,0.637903,68|33|55|23|64|27|30|36|28
llama3b,4,3,10,0.637903,68|33|55|23|64|27|30|36|28|24
llama3b,4,4,1,0.684266,33
llama3b,4,4,2,0.690759,33|68
llama3b,4,4,3,0.690847,33|68|55
llama3b,4,4,4,0.693539,33|68|55|59
llama3b,4,4,5,0.697093,33|68|55|59|23
llama3b,4,4,6,0.704473,33|68|55|59|23|27
llama3b,4,4,7,0.704473,33|68|55|59|23|27|30
llama3b,4,4,8,0.704473,33|68|55|59|23|27|30|64
llama3b,4,4,9,0.704473,33|68|55|59|23|27|30|64|28
llama3b,4,4,10,0.704473,33|68|55|59|23|27|30|64|28|24
llama3b,4,5,1,0.630678,68
llama3b,4,5,2,0.631948,68|33
llama3b,4,5,3,0.638493,68|33|55
llama3b,4,5,4,0.648434,68|33|55|23
llama3b,4,5,5,0.657834,68|33|55|23|64
llama3b,4,5,6,0.657834,68|33|55|23|64|27
llama3b,4,5,7,0.657834,68|33|55|23|64|27|30
llama3b,4,5,8,0.657834,68|33|55|23|64|27|30|36
llama3b,4,5,9,0.657834,68|33|55|23|64|27|30|36|28
llama3b,4,5,10,0.657834,68|33|55|23|64|27|30|36|28|24
llama3b,4,6,1,0.705618,68
llama3b,4,6,2,0.714171,68|33
llama3b,4,6,3,0.722849,68|33|55
llama3b,4,6,4,0.731918,68|33|55|23
llama3b,4,6,5,0.739715,68|33|55|23|64
llama3b,4,6,6,0.739715,68|33|55|23|64|27
llama3b,4,6,7,0.739715,68|33|55|23|64|27|30
llama3b,4,6,8,0.739715,68|33|55|23|64|27|30|36
llama3b,4,6,9,0.739715,68|33|55|23|64|27|30|36|28
llama3b,4,6,10,0.739715,68|33|55|23|64|27|30|36|28|24
llama3b,4,7,1,0.652233,33
llama3b,4,7,2,0.671306,33|68
llama3b,4,7,3,0.674287,33|68|55
llama3b,4,7,4,0.682394,33|68|55|23
llama3b,4,7,5,0.693094,33|68|55|23|64
llama3b,4,7,6,0.693094,33|68|55|23|64|27
llama3b,4,7,7,0.693094,33|68|55|23|64|27|30
llama3b,4,7,8,0.693094,33|68|55|23|64|27|30|36
llama3b,4,7,9,0.693094,33|68|55|23|64|27|30|36|28
